062	2v ◯0	(p ∧ q) ⊃ q	PROVED	39	term      (λ. ((λ. ((λ. #1) #1.1)) #0.2))
063	2v ◯0	p ⊃ (p ∨ q)	PROVED	39	term      (λ. (inl #0))
064	2v ◯0	(p ∨ q) ⊃ (q ∨ p)	PROVED	40	term      (λ. (case #0 of (inr #0) | (inl #0)))
065	2v ◯0	(p ∧ q) ⊃ (q ∧ p)	PROVED	45	term      (λ. ((λ. ((λ. ⟨#1, #0⟩) #1.1)) #0.2))
066	2v ◯0	(p ⊃ q) ∨ (q ⊃ p)	REFUTED	45	model     3 worlds (from the calculus) → minimised 3; frame-ok=true, refutes=t
067	2v ◯0	((p ⊃ q) ⊃ p) ⊃ p	REFUTED	43	model     2 worlds (from the calculus) → minimised 2; frame-ok=true, refutes=t
068	2v ◯0	(p ∨ q) ⊃ (p ∧ q)	REFUTED	42	model     1 worlds (from the calculus) → minimised 1; frame-ok=true, refutes=t
069	2v ◯0	¬(p ∧ q) ⊃ (¬p ∨ ¬q)	REFUTED	5741	model     3 worlds (from the calculus) → minimised 3; frame-ok=true, refutes=t
070	2v ◯1	(◯p ∧ ◯q) ⊃ ◯(p ∧ q)	PROVED	1499	term      (λ. ((λ. ((λ. ((λ'. ((λ'. val ⟨#1, #0⟩) #2)) #0)) #1.1)) #0.2
071	2v ◯1	◯(p ∧ q) ⊃ (◯p ∧ ◯q)	PROVED	74	term      (λ. ⟨((λ'. ((λ. ((λ. val #0) #1.1)) #0.2)) #0), ((λ'. ((λ. ((�
072	2v ◯1	◯(p ∨ q) ⊃ (◯p ∨ ◯q)	REFUTED	678	model     7 worlds (from the calculus) → minimised 3; frame-ok=true, refutes=t
073	2v ◯1	(◯p ∨ ◯q) ⊃ ◯(p ∨ q)	PROVED	71	term      (λ. (case #0 of ((λ'. val (inl #0)) #0) | ((λ'. val (inr #0)) #0)))
074	2v ◯1	(p ⊃ ◯q) ⊃ (◯p ⊃ ◯q)	PROVED	340	term      (λ. (λ. ((λ'. ((λ. #0) (#2 #0))) #0)))
075	2v ◯1	◯(p ⊃ q) ⊃ (◯p ⊃ ◯q)	PROVED	612	term      (λ. (λ. ((λ'. ((λ'. ((λ. val #0) (#0 #1))) #2)) #0)))
076	2v ◯1	(◯p ⊃ ◯q) ⊃ ◯(p ⊃ q)	REFUTED	491	model     4 worlds (from the calculus) → minimised 3; frame-ok=true, refutes=t
077	2v ◯1	◯p ⊃ (q ⊃ ◯p)	PROVED	44	term      (λ. (λ. #1))
078	2v ◯1	(p ⊃ q) ⊃ (◯p ⊃ ◯q)	PROVED	111	term      (λ. (λ. ((λ'. ((λ. val #0) (#2 #0))) #0)))
079	2v ◯1	◯(p ∧ q) ⊃ ◯(q ∧ p)	PROVED	61	term      (λ. ((λ'. ((λ. ((λ. val ⟨#1, #0⟩) #1.1)) #0.2)) #0))
080	2v ◯2	◯◯(p ∧ q) ⊃ ◯(p ∧ q)	PROVED	93	term      (λ. ((λ'. #0) #0))
081	2v ◯2	◯(◯p ⊃ q) ⊃ (◯p ⊃ ◯q)	PROVED	2929	term      (λ. (λ. ((λ'. ((λ'. ((λ. val #0) (#0 val #1))) #2)) #0)))
082	2v ◯2	(◯◯p ∧ ◯q) ⊃ ◯(◯p ∧ q)	TIMEOUT/ERR	10027	
083	2v ◯2	◯(◯p ∨ ◯q) ⊃ (◯p ∨ ◯q)	TIMEOUT/ERR	10028	
084	2v ◯2	(◯p ⊃ ◯◯q) ⊃ (◯p ⊃ ◯q)	PROVED	8166	term      (λ. (λ. ((λ'. ((λ. ((λ'. #0) #0)) (#2 val #0))) #0)))
085	2v ◯2	◯((p ∨ q) ∧ ◯p) ⊃ ◯p	PROVED	43	term      (λ. ((λ'. ((λ. ((λ. #1) #1.1)) #0.2)) #0))
086	2v ◯2	◯(p ⊃ ◯q) ⊃ (p ⊃ ◯q)	PROVED	114	term      (λ. (λ. ((λ'. ((λ. #0) (#0 #1))) #1)))
087	2v ◯2	((◯p ⊃ q) ⊃ ◯p) ⊃ ◯p	REFUTED	194	model     2 worlds (from the calculus) → minimised 2; frame-ok=true, refutes=t
088	2v ⊃2	((p ⊃ q) ⊃ q) ⊃ (p ∨ q)	REFUTED	48	model     2 worlds (from the calculus) → minimised 2; frame-ok=true, refutes=t
089	2v ⊃2	(p ∨ q) ⊃ ((p ⊃ q) ⊃ q)	PROVED	44	term      (λ. (case #0 of (λ. ((λ. #0) (#0 #1))) | (λ. #1)))
090	2v ⊃2	((◯p ⊃ q) ⊃ q) ⊃ (◯p ∨ q)	REFUTED	654	model     3 worlds (from the calculus) → minimised 2; frame-ok=true, refutes=t
091	2v ⊃2	(p ⊃ (q ⊃ ⊥)) ⊃ ((p ∧ q) ⊃ ⊥)	PROVED	50	term      (λ. (λ. ((λ. ((λ. ((λ. ((λ. #0) (#0 #2))) (#3 #0))) #1.1)) #0.2)
092	2v ⊃3	((p ⊃ q) ⊃ (q ⊃ p)) ⊃ (q ⊃ p)	PROVED	61	term      (λ. (λ. ((λ. ((λ. #0) (#0 #1))) (#1 (λ. #1)))))
093	2v ⊃3	(((p ⊃ q) ⊃ p) ⊃ p) ⊃ (p ∨ ¬p)	REFUTED	498	model     2 worlds (from the calculus) → minimised 2; frame-ok=true, refutes=t
094	2v ⊃3	((◯p ⊃ ◯q) ⊃ ◯p) ⊃ ◯p	REFUTED	901	model     2 worlds (from the calculus) → minimised 2; frame-ok=true, refutes=t
095	2v ⊃3	(p ⊃ (q ⊃ ◯p)) ⊃ ((p ∧ q) ⊃ ◯p)	PROVED	53	term      (λ. (λ. ((λ. ((λ. val #0) #1.1)) #0.2)))
096	2v mix	(◯(p ∨ q) ∧ ¬◯p) ⊃ ◯q	PROVED	91	term      (λ. ((λ. ((λ. ((λ'. (case #0 of ((λ. abort #0) (#3 val #0)) | val
097	2v mix	◯((p ⊃ q) ∨ (q ⊃ p))	REFUTED	50	model     3 worlds (from the calculus) → minimised 3; frame-ok=true, refutes=t
098	2v mix	(◯p ∧ (p ⊃ q)) ⊃ ◯q	PROVED	50	term      (λ. ((λ. ((λ. ((λ'. ((λ. val #0) (#2 #0))) #0)) #1.1)) #0.2))
099	2v mix	◯(p ∧ ¬p) ⊃ ◯q	PROVED	45	term      (λ. ((λ'. ((λ. ((λ. ((λ. abort #0) (#1 #0))) #1.1)) #0.2)) #0))
